nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Marcos Pereira Pereira,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,18/09/2024,True,84,4
Letícia Rodrigues Oliveira,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,30/01/2023,True,90,5
Juliana Pereira Santos,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,18/09/2023,True,70,5
Maria Rodrigues Souza,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,12/11/2023,True,88,4
Amanda Rodrigues Santos,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,06/10/2023,True,70,5
Maria Silva Costa,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,28/08/2024,False,60,5
Isabela Almeida Santos,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,30/09/2024,False,67,5
Beatriz Almeida Souza,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,28/03/2023,True,90,4
Gabriel Costa Almeida,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,16/04/2023,True,100,3
Daniel Rodrigues Costa,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,03/04/2024,True,91,3
Ana Almeida Oliveira,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,10/02/2023,True,100,5
Beatriz Carvalho Pereira,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,27/03/2024,True,72,2
Maria Santos Souza,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,19/12/2023,True,77,5
Daniel Almeida Carvalho,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,06/01/2024,True,77,4
Isabela Gomes Oliveira,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,26/12/2024,True,73,5
Gabriel Pereira Souza,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,29/11/2023,True,85,4
Daniel Costa Rodrigues,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,07/10/2023,True,99,3
Gabriel Carvalho Costa,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,27/01/2025,False,67,5
Rafael Rodrigues Santos,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,08/12/2024,True,92,5
Amanda Almeida Almeida,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,19/06/2023,True,84,5
João Santos Santos,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,30/01/2023,True,87,4
João Carvalho Oliveira,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,01/12/2024,True,99,4
Isabela Carvalho Silva,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,22/02/2024,True,85,5
Marcos Oliveira Carvalho,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,08/02/2023,True,77,4
Rafael Silva Oliveira,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,13/11/2024,True,95,2
Marcos Almeida Santos,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,04/11/2024,True,91,4
Lucas Costa Costa,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,05/01/2025,True,76,5
Carlos Gomes Souza,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,26/06/2023,True,78,2
João Santos Almeida,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,16/10/2023,True,85,3
Carlos Souza Rodrigues,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,16/06/2023,False,93,4
Fernanda Silva Costa,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,28/07/2024,True,85,5
Ana Silva Silva,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,25/07/2024,True,99,4
Beatriz Carvalho Santos,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/05/2023,False,39,5
Antônio Gomes Rodrigues,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,21/10/2024,True,90,4
Patrícia Silva Almeida,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,21/04/2024,False,45,5
Pedro Carvalho Oliveira,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,18/03/2023,False,31,4
Marcos Gomes Oliveira,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,23/01/2025,False,17,3
Lucas Costa Pereira,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,03/11/2024,True,100,5
Rafael Rodrigues Gomes,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,05/08/2024,True,100,3
Gabriel Santos Costa,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,26/08/2024,True,92,4
Beatriz Santos Rodrigues,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,06/06/2024,True,83,4
João Gomes Carvalho,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,25/03/2023,True,71,5
Maria Souza Souza,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,29/11/2024,True,100,5
Maria Carvalho Costa,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,03/04/2023,True,94,5
Juliana Oliveira Carvalho,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,27/09/2024,False,5,4
Beatriz Santos Rodrigues,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,22/01/2025,False,9,4
Beatriz Souza Santos,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,29/09/2023,False,75,4
Maria Costa Silva,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,11/12/2023,True,84,5
Lucas Pereira Santos,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,08/08/2023,True,83,3
Patrícia Carvalho Costa,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,22/10/2024,True,74,4
Amanda Pereira Carvalho,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,22/10/2024,True,71,5
Letícia Oliveira Santos,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,04/09/2023,True,96,5
Maria Rodrigues Almeida,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,09/12/2024,True,70,4
Lucas Gomes Almeida,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,25/01/2025,True,73,3
Antônio Almeida Costa,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/01/2024,True,79,2
Daniel Pereira Souza,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,05/10/2023,True,88,2
João Silva Carvalho,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,13/07/2024,True,85,5
Ana Costa Almeida,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,01/06/2023,True,92,5
Fernanda Carvalho Oliveira,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,22/02/2023,True,85,3
Marcos Silva Almeida,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,09/05/2024,True,79,5
João Gomes Almeida,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,20/12/2023,True,88,3
Antônio Costa Costa,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,08/02/2024,False,44,2
Gabriel Pereira Carvalho,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,10/10/2024,True,84,5
Rafael Oliveira Souza,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,08/06/2023,False,73,5
Carlos Oliveira Silva,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,13/01/2025,False,45,4
Lucas Rodrigues Oliveira,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,17/08/2023,True,98,5
Lucas Gomes Souza,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,06/09/2024,True,94,4
Amanda Silva Carvalho,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,24/10/2023,False,55,4
João Santos Costa,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,05/08/2023,True,70,5
Patrícia Carvalho Gomes,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,30/10/2023,True,80,4
Pedro Santos Silva,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/04/2024,True,81,5
Juliana Gomes Almeida,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,18/10/2024,True,81,4
Daniel Pereira Rodrigues,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,01/07/2024,True,78,4
Isabela Souza Souza,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,17/01/2025,True,83,4
Maria Almeida Oliveira,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,11/05/2024,True,90,5
Antônio Santos Rodrigues,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/04/2024,True,92,4
Amanda Costa Carvalho,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,02/12/2023,True,92,4
Juliana Oliveira Carvalho,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,05/01/2025,True,95,5
Letícia Carvalho Rodrigues,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,14/12/2023,True,90,5
Daniel Gomes Almeida,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,18/10/2023,True,98,4
Patrícia Oliveira Almeida,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/12/2023,True,98,1
Gabriel Carvalho Pereira,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,20/07/2024,True,80,4
Camila Almeida Gomes,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,14/08/2024,True,100,5
Lucas Santos Santos,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,01/07/2024,True,96,3
Daniel Costa Almeida,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,19/01/2023,False,76,4
Fernando Rodrigues Souza,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,06/02/2023,True,92,4
João Almeida Pereira,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,10/01/2023,False,11,2
Lucas Carvalho Silva,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,30/10/2024,False,96,4
Juliana Oliveira Rodrigues,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,06/02/2023,True,77,5
Patrícia Santos Carvalho,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,05/01/2025,True,94,4
Maria Rodrigues Silva,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,15/11/2023,True,73,5
Isabela Silva Santos,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,25/03/2023,False,64,4
Pedro Pereira Costa,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,22/04/2023,True,76,5
Fernando Souza Oliveira,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,30/11/2024,True,96,5
Isabela Gomes Souza,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,25/01/2025,False,12,5
Antônio Pereira Silva,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/08/2023,True,92,3
Beatriz Gomes Costa,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,10/06/2023,False,51,5
Fernando Pereira Oliveira,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,28/08/2024,True,99,4
Gabriel Gomes Santos,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,04/01/2023,True,73,5
Isabela Santos Gomes,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,06/04/2024,True,78,3
Beatriz Carvalho Oliveira,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,02/08/2024,True,81,4
Fernanda Pereira Oliveira,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,07/03/2024,True,94,3
Isabela Costa Oliveira,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,21/10/2023,False,88,2
Gabriel Oliveira Costa,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,30/06/2023,True,88,2
Letícia Silva Almeida,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,14/09/2023,True,78,5
Carlos Oliveira Almeida,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,01/10/2024,True,80,1
Amanda Carvalho Costa,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,07/10/2023,False,19,5
Fernanda Pereira Silva,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,20/09/2023,True,70,2
Camila Pereira Oliveira,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,23/03/2023,False,82,3
Amanda Santos Silva,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,14/05/2024,False,60,5
Ana Oliveira Souza,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,27/01/2024,True,89,2
Pedro Gomes Rodrigues,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,12/06/2023,True,84,4
João Almeida Silva,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,21/11/2024,False,98,4
Letícia Silva Souza,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,12/04/2023,True,88,5
Camila Gomes Santos,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,16/07/2024,False,27,5
Marcos Santos Pereira,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,07/02/2023,True,81,4
Gabriel Pereira Santos,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,09/08/2024,True,77,1
Pedro Silva Costa,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,27/03/2023,False,94,5
João Almeida Rodrigues,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,31/07/2023,True,75,3
Lucas Pereira Pereira,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,19/01/2024,True,79,2
Gabriel Silva Gomes,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,27/01/2023,True,83,5
Patrícia Santos Santos,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,02/09/2023,True,79,2
Daniel Pereira Oliveira,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,28/06/2023,True,95,3
João Rodrigues Oliveira,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/10/2023,False,69,2
Beatriz Souza Pereira,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,21/01/2025,True,83,5
Rafael Almeida Pereira,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,11/01/2025,False,79,5
Beatriz Souza Almeida,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,14/03/2024,True,89,3
Beatriz Oliveira Pereira,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,01/05/2023,False,44,3
Fernanda Silva Carvalho,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,06/06/2024,True,78,1
Antônio Costa Santos,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,15/04/2024,True,82,4
Amanda Rodrigues Santos,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,20/10/2023,True,76,5
Beatriz Costa Costa,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,01/01/2023,True,86,5
Daniel Costa Rodrigues,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,13/02/2024,False,62,4
Pedro Gomes Rodrigues,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,27/09/2023,True,100,2
Fernando Souza Pereira,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,09/10/2024,True,97,4
Pedro Santos Santos,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,08/04/2024,False,99,5
Ana Santos Souza,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,14/02/2023,True,76,5
Carlos Gomes Costa,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,30/04/2024,True,94,4
Fernanda Santos Oliveira,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,20/09/2023,True,75,4
João Silva Gomes,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,06/10/2023,True,72,5
Rafael Rodrigues Oliveira,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,31/03/2023,True,75,5
Pedro Almeida Pereira,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,02/04/2024,True,72,2
João Rodrigues Silva,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,08/12/2023,True,77,4
Ana Oliveira Pereira,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,16/08/2024,True,72,3
Lucas Oliveira Rodrigues,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,27/01/2023,True,90,5
Fernando Rodrigues Gomes,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,30/11/2023,True,87,5
Beatriz Santos Pereira,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,29/06/2023,True,78,5
Ana Costa Carvalho,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,06/02/2024,True,100,4
Letícia Rodrigues Gomes,Feminino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,23/08/2023,True,84,4
Pedro Almeida Pereira,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,07/12/2023,True,70,4
Gabriel Carvalho Souza,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,11/03/2024,False,96,4
Camila Santos Souza,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,18/10/2023,True,71,5
Letícia Santos Carvalho,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,09/09/2024,True,89,5
Letícia Pereira Almeida,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,01/11/2023,True,85,3
Amanda Souza Santos,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,16/06/2024,True,83,3
Letícia Pereira Oliveira,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,10/02/2023,True,72,4
Marcos Costa Almeida,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,21/07/2024,True,73,3
Gabriel Oliveira Silva,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,09/05/2024,True,77,5
Carlos Rodrigues Oliveira,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,08/06/2023,True,74,2
